,Unnamed: 0,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,warna_kulit,tone_kulit
5255,5255,2021-11-30T07:58:21.000Z,772699,ugeks,25 - 29,87832,Extraordinaire Supreme Advanced Lifterale Daily Skin Regeneration Serum,ULTIMA II,3.8,(6),FD Try and Review,Serum \\u0026 Essence,Treatment,Oily,1 week - 1 month,y,5,ugeks recommends this product!,Medium Light,Neutral
5256,5256,2021-11-30T07:58:07.000Z,935154,Ndarossa,18 and Under,66267,C White Lightening Serum,Azarine Cosmetics,3.9,(193),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,4,Ndarossa recommends this product!,Medium,Neutral
5257,5257,2021-11-30T07:57:03.000Z,772699,ugeks,18 and Under,87836,Extraordinaire Supreme Advanced Lifterale Daily Eye Regeneration Serum,ULTIMA II,4.6,(208),FD Try and Review,Eye Serum,Eye Treatment,Combination,1 week - 1 month,y,5,ugeks recommends this product!,Medium Light,Warm
5258,5258,2021-11-30T07:54:54.000Z,552478,Yulanda_,25 - 29,43658,Face Mask,Daisy Organic,4.8,(757),Shopee,Wash-Off,Mask,Oily,1 week - 1 month,n,3,Yulanda_ recommends this product!,Medium Light,Neutral
5259,5259,2021-11-30T07:53:48.000Z,933130,novanan,25 - 29,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.5,(324),Shopee,Day Cream,Moisturizer,Normal,1 week - 1 month,y,4,novanan recommends this product!,Medium Light,Neutral
5260,5260,2021-11-30T07:53:24.000Z,946434,melodiaulia,19 - 24,78007,Cica Chocomint Clay Mask,N'pure,5,(6),Instagram,Wash-Off,Mask,Dry,Less than 1 week,y,5,melodiaulia recommends this product!,Medium Light,Neutral
5261,5261,2021-11-30T07:49:04.000Z,594613,Nandameilyza,25 - 29,77811,Your Skin Bae Serum,AVOSKIN,4.8,(801),Shopee,Serum \\u0026 Essence,Treatment,Oily,1 month - 3 months,y,4,Nandameilyza recommends this product!,Medium Light,Neutral
5262,5262,2021-11-30T07:45:16.000Z,933130,novanan,25 - 29,66267,C White Lightening Serum,Azarine Cosmetics,4.9,(551),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,4,novanan recommends this product!,Light,Neutral
5263,5263,2021-11-30T07:42:57.000Z,852211,bobbyhanna,19 - 24,86256,Madagascar Centella Tone Brightening Boosting Toner,Skin1004,4.3,(197),Lazada,Toner,Cleanser,19 - 24,1 week - 1 month,n,4,bobbyhanna recommends this product!,,
5264,5264,2021-11-30T07:41:35.000Z,984562,clarabellejanice,25 - 29,84979,Magic Colour Lip Serum,Azarine Cosmetics,4.3,(1039),Shopee,Lip Balm \\u0026 Treatments,Lips,Dry,1 week - 1 month,n,5,clarabellejanice recommends this product!,Medium,Neutral
5265,5265,2021-11-30T07:39:07.000Z,24683,adrinaiu,25 - 29,81390,Guard Body Foam,Biore,4.9,(48),Alfamidi,Shower Gel \\u0026 Cream,Body Wash,Combination,1 week - 1 month,y,5,adrinaiu recommends this product!,Medium Light,Warm
5266,5266,2021-11-30T07:35:27.000Z,940762,uthree_,25 - 29,87684,Lemonade Waterless Vitamin C + Ferulic + NAG,Somethinc,4.9,(747),Brand website,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,y,5,uthree_ recommends this product!,Medium,Neutral
5267,5267,2021-11-30T07:34:32.000Z,24683,adrinaiu,19 - 24,24597,Lulur Mandi Pengantin,Purbasari,5,(44),Beautyhaulindo,Scrub \\u0026 Exfoliator,Bath \\u0026 Shower,19 - 24,1 week - 1 month,y,4,adrinaiu recommends this product!,,
5268,5268,2021-11-30T07:32:47.000Z,985964,callme_caaa20,25 - 29,80357,Acne Serum,SOLCARE,4.2,(524),Official Brand Store,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,y,5,callme_caaa20 recommends this product!,Medium,Neutral
5269,5269,2021-11-30T07:31:31.000Z,24683,adrinaiu,25 - 29,68275,Body Mist Cologne ,Marina,4.8,(2241),Alfamart,"EDC, Body Mist \\u0026 Spray",Fragrance,Dry,1 week - 1 month,y,5,adrinaiu recommends this product!,Medium,Neutral
5270,5270,2021-11-30T07:29:16.000Z,24683,adrinaiu,25 - 29,62224,Gorgeous Wink Celebs Mascara Waterproof,Madame Gie,4.2,(2295),Shopee,Mascara,Eyes,19 - 24,1 week - 1 month,y,2,adrinaiu doesn't recommend this product! ,,
5271,5271,2021-11-30T07:26:53.000Z,937213,nurainuniazizah,25 - 29,66185,C White Night Moisturizer,Azarine Cosmetics,4.2,(2294),Instagram,Night Cream,Moisturizer,19 - 24,Less than 1 week,n,5,nurainuniazizah recommends this product!,,
5272,5272,2021-11-30T07:26:25.000Z,937213,nurainuniazizah,25 - 29,66267,C White Lightening Serum,Azarine Cosmetics,4.9,(746),Instagram,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,y,5,nurainuniazizah recommends this product!,Medium,Neutral
5273,5273,2021-11-30T07:26:17.000Z,24683,adrinaiu,25 - 29,85046,Luminous Brightening Serum,Implora,4.7,(6),Shopee,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,n,3,adrinaiu recommends this product!,Medium Light,
5274,5274,2021-11-30T07:26:15.000Z,977857,immaaa,19 - 24,46167,Miraculous Refining Toner,AVOSKIN,4.5,(219),Lazada,Toner,Cleanser,Dry,3 months - 6 months,n,5,immaaa recommends this product!,Medium,Neutral
5275,5275,2021-11-30T07:22:56.000Z,21093,esha88,25 - 29,74095,Intensive Bright & Glow Serum,Nutrishe,4.3,(259),Tokopedia,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,n,2,esha88 doesn't recommend this product! ,Medium Light,Neutral
5276,5276,2021-11-30T07:22:10.000Z,578579,burningsoulaprilia,25 - 29,88205,Fit Me Matte & Poreless Cushion,Maybelline,4.6,(168),Brand website,BB \\u0026 CC Cream,Face,Combination,1 week - 1 month,y,5,burningsoulaprilia recommends this product!,Medium,Neutral
5277,5277,2021-11-30T07:19:07.000Z,756025,diahdwias,25 - 29,75130,Shikimic Gentle Exfoliating Scrub,Skin Dewi,4.8,(2240),Brand website,Scrub \\u0026 Exfoliator,Cleanser,Combination,1 week - 1 month,y,5,diahdwias recommends this product!,Medium Light,Warm
5278,5278,2021-11-30T07:17:02.000Z,567792,kurniaashari,19 - 24,87934,Ampoule Mask,Garnier,4.9,(23),FD Try and Review,Mask Sheet,Mask,Normal,Less than 1 week,y,4,kurniaashari recommends this product!,Light,Warm
5279,5279,2021-11-30T07:16:05.000Z,798816,anistasyaps,25 - 29,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.2,(480),Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,y,5,anistasyaps recommends this product!,Light,Warm
5280,5280,2021-11-30T07:14:15.000Z,798816,anistasyaps,19 - 24,66267,C White Lightening Serum,Azarine Cosmetics,5,(78),Brand website,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,y,5,anistasyaps recommends this product!,Medium Light,Warm
5281,5281,2021-11-30T07:13:44.000Z,567792,kurniaashari,25 - 29,87933,Ampoule Mask,Garnier,4.6,(62),FD Try and Review,Mask Sheet,Mask,Oily,Less than 1 week,y,5,kurniaashari recommends this product!,Light,Neutral
5282,5282,2021-11-30T07:12:34.000Z,904669,JQueenace,30 - 34,12920,Pembersih Sari Ketimun,Mustika Ratu,4.9,(40),Traditional market,Cream \\u0026 Lotion,Cleanser,19 - 24,More than 1 year,n,5,JQueenace recommends this product!,,
5283,5283,2021-11-30T07:11:52.000Z,941753,indahpermmta,19 - 24,87688,Resurrect Multibiome Serum,Somethinc,3.7,(26),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,4,indahpermmta recommends this product!,Medium Light,Warm
5284,5284,2021-11-30T07:11:24.000Z,567792,kurniaashari,25 - 29,87932,Ampoule Mask,Garnier,4.8,(17),FD Try and Review,Mask Sheet,Mask,Dry,Less than 1 week,y,4,kurniaashari recommends this product!,Medium Light,
5285,5285,2021-11-30T07:10:14.000Z,977857,immaaa,25 - 29,19713,Perfect Hydrating Treatment Essence,AVOSKIN,4.7,(79),Shopee,Serum \\u0026 Essence,Treatment,Combination,More than 1 year,n,5,immaaa recommends this product!,Medium Dark,Warm
5286,5286,2021-11-30T07:08:55.000Z,637387,farahmit,19 - 24,78469,Hydrasoothe Sunscreen Gel SPF 45+++,Azarine Cosmetics,4.6,(871),Shopee,Sun Protection,Moisturizer,Combination,1 month - 3 months,n,4,farahmit recommends this product!,Light,Neutral
5287,5287,2021-11-30T07:08:48.000Z,876160,gapaileen,25 - 29,76802,Shiseido White Lucent Day Emulsion SPF 50,Shiseido,4.9,(108),Beauty Studio,Lotion \\u0026 Emulsion,Moisturizer,Oily,More than 1 year,n,5,gapaileen recommends this product!,Medium Light,Neutral
5288,5288,2021-11-30T07:08:03.000Z,118597,fanyjingga,19 - 24,80276,Skinfit Essence Toner,Azarine Cosmetics,4.3,(22),Instagram,Toner,Cleanser,Combination,1 week - 1 month,n,5,fanyjingga recommends this product!,Light,Neutral
5289,5289,2021-11-30T07:04:57.000Z,70221,Airinisa,30 - 34,76138,V3 PAF Concentrate,BSKIN,4.8,(179),HDI,Serum \\u0026 Essence,Treatment,Combination,6 months - 1 year,n,5,Airinisa recommends this product!,Light,Cool
5290,5290,2021-11-30T07:04:51.000Z,906104,almaquintha,19 - 24,87553,Pore Tightening & Oil Control Moist Serum,Azarine Cosmetics,4.3,(3002),Gift,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,y,5,almaquintha recommends this product!,Medium,Neutral
5291,5291,2021-11-30T07:04:15.000Z,756025,diahdwias,19 - 24,16478,Umbra Sheer Physical Defense SPF 30,Drunk Elephant,4.8,(1444),Brand website,Sun Protection,Sun ,Dry,1 week - 1 month,y,2,diahdwias doesn't recommend this product! ,Medium Light,
5292,5292,2021-11-30T07:03:22.000Z,977857,immaaa,25 - 29,77817,Your Skin Bae Serum,AVOSKIN,4.7,(91),Shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,y,2,immaaa recommends this product!,Medium,Neutral
5293,5293,2021-11-30T07:02:31.000Z,980713,pra_tiwiu,25 - 29,61898,Body Scrub,Scarlett,4.9,(111),Brand website,Scrub \\u0026 Exfoliator,Bath \\u0026 Shower,Oily,6 months - 1 year,n,4,pra_tiwiu recommends this product!,Medium Light,Neutral
5294,5294,2021-11-30T06:58:16.000Z,118597,fanyjingga,19 - 24,83693,Revitalizing Anti aging serum,Azarine Cosmetics,4.4,(4875),Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,n,5,fanyjingga recommends this product!,Medium,Neutral
5295,5295,2021-11-30T06:55:04.000Z,367212,SathyaTika,25 - 29,19232,Pearl Cream,Kelly,4.7,(11),Shopee,Creme,Foundation,Dry,Less than 1 week,y,5,SathyaTika recommends this product!,Medium Light,Neutral
5296,5296,2021-11-30T06:54:52.000Z,401095,dianathlia,25 - 29,59922,Creamy Tint,Emina,4.6,(62),Official Brand Store,Lip Stain \\u0026 Tint,Lips,Oily,3 months - 6 months,n,5,dianathlia recommends this product!,Light,Neutral
5297,5297,2021-11-30T06:53:57.000Z,503994,ratnampd,19 - 24,87553,Pore Tightening & Oil Control Moist Serum,Azarine Cosmetics,4.4,(97),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,5,ratnampd recommends this product!,Light,Neutral
5298,5298,2021-11-30T06:53:51.000Z,70221,Airinisa,19 - 24,76137,Eye Care Multitasking Power Serum,BSKIN,4.6,(326),HDI,Eye Serum,Eye Treatment,Oily,1 week - 1 month,n,5,Airinisa recommends this product!,Medium,Neutral
5299,5299,2021-11-30T06:50:45.000Z,671419,Levinadlo,25 - 29,88205,Fit Me Matte & Poreless Cushion,Maybelline,4.9,(7),Woop,BB \\u0026 CC Cream,Face,Combination,1 week - 1 month,y,5,Levinadlo recommends this product!,Medium,Neutral
5300,5300,2021-11-30T06:50:20.000Z,942588,mentarigazali,25 - 29,46706,Extra White Anti Age Body Serum,NIVEA,3.9,(1792),Traditional market,Lotion,Moisturizer,Dry,1 month - 3 months,n,4,mentarigazali recommends this product!,Medium,Cool
5301,5301,2021-11-30T06:49:45.000Z,763747,fikmaa21,30 - 34,87573,Colorfit Fresh Matte Lip Ink ,Wardah,3.9,(152),FD Try and Review,Lipstick,Lips,Dry,1 week - 1 month,n,4,fikmaa21 recommends this product!,Medium Light,Neutral
5302,5302,2021-11-30T06:49:18.000Z,401095,dianathlia,25 - 29,87859,Happy Barrier Melted Moisturizer,Bloomka,4.6,(102),Shopee,Day Cream,Moisturizer,Oily,1 week - 1 month,n,5,dianathlia recommends this product!,Medium Dark,Warm
5303,5303,2021-11-30T06:48:26.000Z,936858,chendy_apr,19 - 24,89119,Astaxanthin Retinol Serum,MEDGLOW,4.2,(2293),Shopee,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,n,5,chendy_apr recommends this product!,Light,Neutral
5304,5304,2021-11-30T06:47:45.000Z,70221,Airinisa,25 - 29,78929,Flawless Finish Perfecting Loose Powder ,BSKIN,4.8,(48),HDI,Loose,Powder,Dry,6 months - 1 year,n,5,Airinisa recommends this product!,Medium,Neutral
5305,5305,2021-11-30T06:47:23.000Z,21093,esha88,19 - 24,87000,Holyshield! Sunscreen Comfort Corrector Serum SPF 50+ PA++++,Somethinc,5,(24),Tokopedia,Sun Protection,Moisturizer,Normal,Less than 1 week,n,1,esha88 doesn't recommend this product! ,Medium Light,Warm
5306,5306,2021-11-30T06:43:12.000Z,551156,allyapratiwi,19 - 24,57647,Dry Serum,Rexona,3.4,(89),FD Try and Review,Deodorants,Personal Care,Dry,3 months - 6 months,n,5,allyapratiwi recommends this product!,Medium Light,Neutral
5307,5307,2021-11-30T06:42:30.000Z,401095,dianathlia,19 - 24,87297,Cushion Matte Lip Cream,Maybelline,4.2,(2292),Shopee,Lipstick,Lips,Combination,1 week - 1 month,n,5,dianathlia recommends this product!,Medium Light,Neutral
5308,5308,2021-11-30T06:38:59.000Z,449101,resoliarw,25 - 29,74020,Cica Soothing Serum,Everwhite,4.5,(79),Shopee,Serum \\u0026 Essence,Treatment,Dry,1 month - 3 months,y,4,resoliarw recommends this product!,Medium Light,Neutral
5309,5309,2021-11-30T06:33:43.000Z,966916,rhae,18 and Under,41342,AHA BHA PHA 30 Days Miracle Serum,Some by Mi,5,(77),Shopee,Serum \\u0026 Essence,Treatment,Dry,6 months - 1 year,n,5,rhae recommends this product!,Medium,Warm
5310,5310,2021-11-30T06:29:42.000Z,944241,jayantirazi,19 - 24,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.8,(2239),FD Try and Review,Day Cream,Moisturizer,Combination,Less than 1 week,n,5,jayantirazi recommends this product!,Medium,Neutral
5311,5311,2021-11-30T06:28:49.000Z,186946,medinnaan,19 - 24,46376,Intensive Treatment Eye Serum,Lacoco,4.2,(2291),Shopee,Eye Serum,Eye Treatment,Normal,More than 1 year,n,5,medinnaan recommends this product!,Light,Cool
5312,5312,2021-11-30T06:26:30.000Z,680585,Menicaso,19 - 24,83981,Cotton Blossom Body Mist,Bath and Body Works,4.9,(59),Shopee,"EDC, Body Mist \\u0026 Spray",Fragrance,Combination,Less than 1 week,y,4,Menicaso recommends this product!,Medium,Neutral
5313,5313,2021-11-30T06:24:30.000Z,186946,medinnaan,19 - 24,46449,The Goddess Cheek Palette,ESQA,5,(1),Brand website,Face Palette,Face,Combination,3 months - 6 months,n,4,medinnaan recommends this product!,Medium,Neutral
5314,5314,2021-11-30T06:24:10.000Z,443435,hasnaazzahraa2,30 - 34,88905,Acne Care Serum,ElsheSkin,4.4,(23),Gift,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,5,hasnaazzahraa2 recommends this product!,Medium Light,Neutral
5315,5315,2021-11-30T06:22:55.000Z,896233,angelalis992,19 - 24,88105,Niacinamide 5% - Brightening Booster Serum,Whitelab,5,(77),Instagram,Serum \\u0026 Essence,Treatment,Combination,Less than 1 week,n,5,angelalis992 recommends this product!,Medium,Warm
5316,5316,2021-11-30T06:21:40.000Z,356872,tamariska26,18 and Under,86184,Alpha Squalanexoidant Deep Cleansing Oil,Somethinc,4.6,(120),Shopee,Oil ,Cleanser,Combination,1 week - 1 month,y,5,tamariska26 recommends this product!,Medium,Neutral
5317,5317,2021-11-30T06:20:25.000Z,186946,medinnaan,25 - 29,33503,Face Powder,BLP Beauty,4.8,(12),Brand website,Loose,Powder,Dry,6 months - 1 year,n,4,medinnaan recommends this product!,Medium,Cool
5318,5318,2021-11-30T06:19:57.000Z,985951,Greendale,19 - 24,70636,Intensive Care Hand Cream + Anti-Bac,Vaseline,4.1,(130),Shopee,Hand Cream,Hand \\u0026 Foot,Dry,1 week - 1 month,n,4,Greendale recommends this product!,Medium,Warm
5319,5319,2021-11-30T06:19:00.000Z,944241,jayantirazi,18 and Under,66267,C White Lightening Serum,Azarine Cosmetics,3.8,(98),FD Try and Review,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,n,5,jayantirazi recommends this product!,Medium Light,Neutral
5320,5320,2021-11-30T06:17:40.000Z,966916,rhae,25 - 29,82948,Blemish Serum Vightne,Vavl,4.2,(8232),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,y,3,rhae doesn't recommend this product! ,Medium,Neutral
5321,5321,2021-11-30T06:16:42.000Z,186946,medinnaan,19 - 24,821,Hoola Matte Bronzer,Benefit,4.9,(29),Brand website,Bronzer,Cheek,Combination,More than 1 year,n,5,medinnaan recommends this product!,Medium,Neutral
5322,5322,2021-11-30T06:16:08.000Z,942588,mentarigazali,19 - 24,44081,Scentsation Body Mist,Wardah,4.2,(2290),Gift,"EDC, Body Mist \\u0026 Spray",Fragrance,Combination,1 month - 3 months,n,3,mentarigazali recommends this product!,Medium Light,Neutral
5323,5323,2021-11-30T06:13:50.000Z,896233,angelalis992,25 - 29,88253,Heartleaf Skin Purifying Gel Mask,Whitelab,5,(84),Instagram,Wash-Off,Mask,Combination,Less than 1 week,n,5,angelalis992 recommends this product!,Medium,Neutral
5324,5324,2021-11-30T06:13:43.000Z,936479,Nurhikmah19,18 and Under,88204,Fit Me Matte & Poreless Cushion ,Maybelline,4.7,(13),Facebook,BB \\u0026 CC Cream,Face,Dry,1 week - 1 month,y,5,Nurhikmah19 recommends this product!,Medium,Cool
5325,5325,2021-11-30T06:11:51.000Z,985951,Greendale,19 - 24,85324,Hijab Bright Cooling Body Serum,Vaseline,5,(85),Tokopedia,Lotion,Moisturizer,Oily,1 month - 3 months,n,5,Greendale recommends this product!,Medium Light,Warm
5326,5326,2021-11-30T06:09:53.000Z,258770,Shintia_31,25 - 29,87297,Cushion Matte Lip Cream,Maybelline,4.4,(21),Sample,Lipstick,Lips,Combination,Less than 1 week,y,5,Shintia_31 recommends this product!,Medium Light,Neutral
5327,5327,2021-11-30T06:09:00.000Z,896233,angelalis992,25 - 29,88504,UV Shield Tank Sunscreen Gel,Whitelab,4.2,(759),Instagram,Sun Protection,Moisturizer,Oily,Less than 1 week,y,5,angelalis992 recommends this product!,Medium Dark,Cool
5328,5328,2021-11-30T06:07:31.000Z,675500,maoel__,25 - 29,87538,Skin Buddy Sun Protection SPF 30 PA+++,Emina,5,(807),FD Try and Review,Sun Protection,Moisturizer,Combination,Less than 1 week,y,3,maoel__ doesn't recommend this product! ,Medium Dark,Warm
5329,5329,2021-11-30T06:05:35.000Z,907059,Elsanataliagt_,19 - 24,47093,Juice Time Mask Sheet,Peripera,4.9,(745),Gift,Mask Sheet,Mask,Combination,Less than 1 week,y,5,Elsanataliagt_ recommends this product!,Medium,Neutral
5330,5330,2021-11-30T06:02:43.000Z,582368,Dian_fikriyah,18 and Under,53284,Snail Truecica Miracle Repair Serum,Some by Mi,4.4,(24),Shopee,Serum \\u0026 Essence,Treatment,Dry,More than 1 year,n,5,Dian_fikriyah recommends this product!,Medium,Cool
5331,5331,2021-11-30T06:01:55.000Z,985951,Greendale,18 and Under,59336,2 in 1 Color Tint ,Purbasari,5,(82),Shopee,Lip Stain \\u0026 Tint,Lips,Oily,6 months - 1 year,n,3,Greendale doesn't recommend this product! ,Medium Light,Warm
5332,5332,2021-11-30T06:00:47.000Z,922322,bungazkn,25 - 29,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.6,(88),Shopee,Day Cream,Moisturizer,Normal,1 week - 1 month,y,5,bungazkn recommends this product!,Medium Light,Neutral
5333,5333,2021-11-30T06:00:08.000Z,923281,azzaraaputri,19 - 24,66267,C White Lightening Serum,Azarine Cosmetics,4.4,(282),Shopee,Serum \\u0026 Essence,Treatment,19 - 24,1 month - 3 months,n,5,azzaraaputri recommends this product!,,
5334,5334,2021-11-30T05:59:34.000Z,867726,gigapramudikaputry,25 - 29,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.8,(1452),Instagram,Day Cream,Moisturizer,Normal,Less than 1 week,y,5,gigapramudikaputry recommends this product!,Medium Light,Neutral
5335,5335,2021-11-30T05:59:33.000Z,923281,azzaraaputri,18 and Under,66185,C White Night Moisturizer,Azarine Cosmetics,4.4,(617),Instagram,Night Cream,Moisturizer,19 - 24,1 month - 3 months,n,5,azzaraaputri recommends this product!,,
5336,5336,2021-11-30T05:59:16.000Z,669127,nabilahanna19,18 and Under,87692,REVIVE POTION 3% Arbutin + Bakuchiol,Somethinc,4.9,(744),Shopee,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,y,5,nabilahanna19 recommends this product!,Medium Light,Warm
5337,5337,2021-11-30T05:58:43.000Z,956767,yopseo,25 - 29,88815,Always Aqualite Sunscreen SPF 45 PA +++,INNERTRUE,4.8,(2238),Shopee,Sun Protection,Moisturizer,Combination,Less than 1 week,y,5,yopseo recommends this product!,Medium,Warm
5338,5338,2021-11-30T05:55:36.000Z,405356,zuuuuu,25 - 29,80689,Brow Fix Eyebrow Gel,Rose All Day Cosmetics,4.4,(616),Tokopedia,Eye Brow,Eyes,Normal,1 month - 3 months,y,5,zuuuuu recommends this product!,Light,Neutral
5339,5339,2021-11-30T05:52:06.000Z,956075,velliana03,18 and Under,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.3,(196),Official Brand Store,Day Cream,Moisturizer,Dry,1 week - 1 month,n,5,velliana03 recommends this product!,Medium,Cool
5340,5340,2021-11-30T05:52:05.000Z,985951,Greendale,25 - 29,12723,Low pH Good Morning Gel Cleanser,Cosrx,4.8,(2237),Shopee,Facial Wash,Cleanser,19 - 24,6 months - 1 year,n,4,Greendale recommends this product!,,
5341,5341,2021-11-30T05:50:14.000Z,985774,alwyridwann,25 - 29,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.7,(50),Tokopedia,Day Cream,Moisturizer,Normal,6 months - 1 year,n,5,alwyridwann recommends this product!,Light,Neutral
5342,5342,2021-11-30T05:50:09.000Z,956075,velliana03,25 - 29,66267,C White Lightening Serum,Azarine Cosmetics,4.7,(1811),Official Brand Store,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,n,5,velliana03 recommends this product!,Medium,Cool
5343,5343,2021-11-30T05:48:15.000Z,985951,Greendale,25 - 29,81801,Eyessential  Night Serum,ElsheSkin,4.8,(41),Tokopedia,Eye Serum,Eye Treatment,Oily,1 month - 3 months,n,3,Greendale doesn't recommend this product! ,Medium,Neutral
5344,5344,2021-11-30T05:45:27.000Z,708122,Khadijahhhhhh,25 - 29,87692,REVIVE POTION 3% Arbutin + Bakuchiol,Somethinc,4.4,(1235),Instagram,Serum \\u0026 Essence,Treatment,19 - 24,Less than 1 week,n,4,Khadijahhhhhh recommends this product!,,
5345,5345,2021-11-30T05:45:16.000Z,985774,alwyridwann,25 - 29,66267,C White Lightening Serum,Azarine Cosmetics,3.6,(5),Tokopedia,Serum \\u0026 Essence,Treatment,Dry,3 months - 6 months,n,5,alwyridwann recommends this product!,Medium,Cool
5346,5346,2021-11-30T05:44:00.000Z,985951,Greendale,18 and Under,44945,Atoderm Gel Douche Gentle Shower Gel,Bioderma,4.4,(241),Shopee,Shower Gel \\u0026 Cream,Body Wash,Combination,6 months - 1 year,n,3,Greendale doesn't recommend this product! ,Medium Light,Warm
5347,5347,2021-11-30T05:42:08.000Z,522973,rahmagustinaa,25 - 29,87421,Physical Sunscreen,Glowlabs,4.4,(615),Instagram,Sun Protection,Moisturizer,Oily,3 months - 6 months,n,5,rahmagustinaa recommends this product!,Medium Dark,Warm
5348,5348,2021-11-30T05:42:03.000Z,662958,nadiahsekar,25 - 29,18618,Hair Energy Fibertherapy Hair & Scalp Creambath,Makarizo,4.8,(480),Guardian,Hair Mask,Treatment,Dry,1 week - 1 month,n,4,nadiahsekar recommends this product!,Medium,Cool
5349,5349,2021-11-30T05:41:42.000Z,985951,Greendale,25 - 29,10208,Hydrabio Serum,Bioderma,4.5,(82),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,n,4,Greendale recommends this product!,Medium,Neutral
5350,5350,2021-11-30T05:37:35.000Z,257960,ansrmd,25 - 29,87674,Double Serum,L'ESSENTIAL,4.6,(18),PR Package,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,y,4,ansrmd recommends this product!,Medium,Cool
5351,5351,2021-11-30T05:37:19.000Z,985951,Greendale,25 - 29,62297,Perfect Matte Lip Coat X Yupi ,Dear Me Beauty,4.9,(29),Shopee,Lipstick,Lips,Oily,6 months - 1 year,n,4,Greendale recommends this product!,Medium Dark,Warm
5352,5352,2021-11-30T05:36:24.000Z,662958,nadiahsekar,25 - 29,87793,Gotta Smooth Gentle Exfoliating Cleanser,Joylab ,4.8,(25),Shopee,Scrub \\u0026 Exfoliator,Cleanser,Normal,1 week - 1 month,n,5,nadiahsekar recommends this product!,Medium Dark,Neutral
5353,5353,2021-11-30T05:34:54.000Z,897181,gracetasyaaa,19 - 24,66185,C White Night Moisturizer,Azarine Cosmetics,4.8,(27),Beauty Studio,Night Cream,Moisturizer,Normal,6 months - 1 year,n,5,gracetasyaaa recommends this product!,Dark,Neutral
5354,5354,2021-11-30T05:33:20.000Z,985893,ZahraSalsabila24,35 - 39,2669,C-Defense DD Cream,Wardah,2.4,(14),Shopee,BB \\u0026 CC Cream,Face,Dry,Less than 1 week,y,5,ZahraSalsabila24 recommends this product!,Medium,Cool
5355,5355,2021-11-30T05:33:14.000Z,985951,Greendale,19 - 24,671,Hair Growth Serum,Rudy Hadisuwarno,4.7,(272),Tokopedia,Scalp Treatment,Treatment,Combination,1 month - 3 months,n,4,Greendale recommends this product!,Light,Neutral
5356,5356,2021-11-30T05:30:41.000Z,946572,gemilarzas,19 - 24,81621,Ultra Satin Cushion,Baby Pink Skincare,4.1,(3228),Shopee,Powder,Foundation,Normal,1 week - 1 month,y,5,gemilarzas recommends this product!,Medium Light,Neutral
5357,5357,2021-11-30T05:30:30.000Z,221432,dinnatisti,19 - 24,59103,Tone Up Cream,Emina,4.6,(32),Tokopedia,Tinted Moisturizer,Face,Normal,More than 1 year,n,5,dinnatisti recommends this product!,Medium Dark,Neutral
5358,5358,2021-11-30T05:30:07.000Z,897181,gracetasyaaa,25 - 29,66267,C White Lightening Serum,Azarine Cosmetics,3.7,(23),Beauty Studio,Serum \\u0026 Essence,Treatment,Normal,More than 1 year,y,5,gracetasyaaa recommends this product!,Dark,Neutral
5359,5359,2021-11-30T05:29:58.000Z,985893,ZahraSalsabila24,30 - 34,85045,Acne Serum,Implora,3.4,(68),Shopee,Serum \\u0026 Essence,Treatment,Dry,Less than 1 week,y,5,ZahraSalsabila24 recommends this product!,Medium,Cool
