,Unnamed: 0,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,warna_kulit,tone_kulit
0,0,2021-12-07T13:58:02.000Z,707114,nisrinamaharatul,18 and Under,7668,UV Shield Essential Sunscreen Gel SPF 30 PA+++,Wardah,3.2,(7663),Guardian,Sun Protection,Moisturizer,Combination,3 months - 6 months,n,3,nisrinamaharatul recommends this product!,Medium Dark,Warm
1,1,2021-12-07T13:58:00.000Z,956992,yurisfiestaria,19 - 24,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.9,(880),youtube,Day Cream,Moisturizer,Normal,Less than 1 week,y,5,yurisfiestaria recommends this product!,Medium Light,Neutral
2,2,2021-12-07T13:56:39.000Z,86608,riftanti,25 - 29,66116,Cheek and Liptint,Implora,4.3,(101),Shopee,Lip Stain \\u0026 Tint,Lips,Combination,More than 1 year,y,5,riftanti recommends this product!,Medium Light,Cool
3,3,2021-12-07T13:55:58.000Z,675500,maoel__,19 - 24,9669,Water Sleeping Mask,Laneige,4.2,(6541),Shopee,Sleeping Mask,Mask,Oily,Less than 1 week,y,5,maoel__ recommends this product!,Medium Dark,Cool
4,4,2021-12-07T13:54:13.000Z,707114,nisrinamaharatul,18 and Under,68328,Vitamin Body Serum ,Vaseline,4.8,(1123),Brand website,Lotion,Moisturizer,Combination,More than 1 year,n,5,nisrinamaharatul recommends this product!,Medium Dark,Warm
5,5,2021-12-07T13:53:02.000Z,878258,meeratha,18 and Under,62022,Snail Truecica Miracle Repair Toner,Some by Mi,4.1,(585),Shopee,Toner,Cleanser,Combination,1 week - 1 month,n,5,meeratha recommends this product!,Medium,Cool
6,6,2021-12-07T13:52:49.000Z,661338,winnywitana,30 - 34,19325,Vanilla & Raspberry Body Mist,Original Source,4.5,(680),Alfamart,"EDC, Body Mist \\u0026 Spray",Fragrance,Combination,1 month - 3 months,y,4,winnywitana recommends this product!,Medium Light,Warm
7,7,2021-12-07T13:51:20.000Z,878258,meeratha,18 and Under,62244,Snail Truecica Miracle Repair Low pH Gel Cleanser,Some by Mi,4.2,(114),Shopee,Facial Wash,Cleanser,Combination,1 week - 1 month,n,4,meeratha recommends this product!,Medium,Cool
8,8,2021-12-07T13:49:01.000Z,878258,meeratha,18 and Under,53284,Snail Truecica Miracle Repair Serum,Some by Mi,4,(2557),Shopee,Serum \\u0026 Essence,Treatment,Combination,3 months - 6 months,n,5,meeratha recommends this product!,Medium,Cool
9,9,2021-12-07T13:47:40.000Z,959777,hanumsll07,18 and Under,84056,Oil Free Brightening Daily Moisturizer,Azarine Cosmetics,4.9,(1089),Brand website,Lotion \\u0026 Emulsion,Moisturizer,Oily,Less than 1 week,y,5,hanumsll07 recommends this product!,Medium Dark,Neutral
10,10,2021-12-07T13:46:05.000Z,913134,helsahunter,30 - 34,82453,Tea Tree In-Control Hydrator,The Body Shop,4.5,(2),Shopee,Day Cream,Moisturizer,Combination,1 month - 3 months,y,3,helsahunter doesn't recommend this product! ,Light,Warm
11,11,2021-12-07T13:44:07.000Z,934926,malisabella_17,30 - 34,89337,Noni Probiotics “Balance Me” Fine Toner,N'pure,5,(2),Tokopedia,Toner,Cleanser,Normal,1 week - 1 month,n,5,malisabella_17 recommends this product!,Medium Light,Neutral
12,12,2021-12-07T13:44:02.000Z,878258,meeratha,18 and Under,81038,Skin Barrier Water Cream,Dear Me Beauty,4.6,(428),Shopee,Day Cream,Moisturizer,Combination,1 month - 3 months,y,5,meeratha recommends this product!,Medium,Cool
13,13,2021-12-07T13:40:53.000Z,913134,helsahunter,30 - 34,22314,Bija Trouble Skin,Innisfree,4,(173),Shopee,Toner,Cleanser,Combination,More than 1 year,y,5,helsahunter recommends this product!,Light,Warm
14,14,2021-12-07T13:38:53.000Z,956992,yurisfiestaria,19 - 24,66267,C White Lightening Serum,Azarine Cosmetics,4.8,(2432),FD Try and Review,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,y,5,yurisfiestaria recommends this product!,Medium Light,Neutral
15,15,2021-12-07T13:38:51.000Z,560631,DhoryMo,19 - 24,82789,Ocean Superfood Body Oil Serum,basicskincare,4.9,(36),Shopee,Oil ,Moisturizer,Oily,1 week - 1 month,y,5,DhoryMo recommends this product!,Medium,Warm
16,16,2021-12-07T13:35:43.000Z,913134,helsahunter,30 - 34,70686,Fresh Calming Trial Kit,Laneige,4.8,(5),Gift,Facial Wash,Cleanser,Combination,1 week - 1 month,y,3,helsahunter doesn't recommend this product! ,Light,Warm
17,17,2021-12-07T13:34:43.000Z,279223,florennll,19 - 24,87421,Physical Sunscreen,Glowlabs,4.9,(16),Shopee,Sun Protection,Moisturizer,Dry,1 month - 3 months,n,5,florennll recommends this product!,Medium,Warm
18,18,2021-12-07T13:33:20.000Z,279223,florennll,19 - 24,76073,Luxurious Facial Oil Serum,Bio Beauty Lab,4.5,(326),Shopee,Serum \\u0026 Essence,Treatment,Dry,1 week - 1 month,n,5,florennll recommends this product!,Medium,Warm
19,19,2021-12-07T13:31:47.000Z,913134,helsahunter,30 - 34,26544,Fresh Calming Gel Cleanser,Laneige,3.9,(139),Gift,Facial Wash,Cleanser,Combination,1 week - 1 month,y,2,helsahunter doesn't recommend this product! ,Light,Warm
20,20,2021-12-07T13:30:55.000Z,986876,jumi109,19 - 24,84056,Oil Free Brightening Daily Moisturizer,Azarine Cosmetics,4.9,(1088),Instagram,Lotion \\u0026 Emulsion,Moisturizer,Oily,Less than 1 week,y,4,jumi109 recommends this product!,Medium Light,Neutral
21,21,2021-12-07T13:30:48.000Z,279223,florennll,19 - 24,87849,Daily Light Moisturizer,BIYU ,5,(97),Shopee,Lotion \\u0026 Emulsion,Moisturizer,Dry,1 month - 3 months,n,5,florennll recommends this product!,Medium,Warm
22,22,2021-12-07T13:30:38.000Z,560631,DhoryMo,19 - 24,82788,Ocean Superfood Face Oil Serum,basicskincare,4.8,(47),Shopee,Face Oil ,Moisturizer,Oily,Less than 1 week,y,5,DhoryMo recommends this product!,Medium,Warm
23,23,2021-12-07T13:30:13.000Z,950129,meloveyou,25 - 29,89388,Silky Velvet Lip Cream,Pinkflash,4.1,(277),Shopee,Lipstick,Lips,Oily,Less than 1 week,y,4,meloveyou recommends this product!,Medium Light,Warm
24,24,2021-12-07T13:28:55.000Z,913134,helsahunter,30 - 34,26357,Fresh Calming Toner,Laneige,5,(1),Gift,Toner,Cleanser,Combination,1 week - 1 month,y,3,helsahunter recommends this product!,Light,Warm
25,25,2021-12-07T13:27:32.000Z,904615,endennuraeni,25 - 29,89347,MicellAIR Skin Breathe Oil & Acne Care Micellar Water,NIVEA,4.7,(3),PR Package,Face,Makeup Remover,Oily,1 week - 1 month,y,5,endennuraeni recommends this product!,Medium,Neutral
26,26,2021-12-07T13:27:31.000Z,895715,Aisyah_18,19 - 24,84152,Hair Vitamin 3 in 1 Mist,Sunsilk,5,(40),Alfamart,Hair Spray,Styling \\u0026 Colour,Oily,Less than 1 week,n,5,Aisyah_18 recommends this product!,Light,Neutral
27,27,2021-12-07T13:27:11.000Z,937496,silviaadrianii,19 - 24,81621,Ultra Satin Cushion,Baby Pink Skincare,4.1,(153),Shopee,Powder,Foundation,Normal,1 week - 1 month,y,5,silviaadrianii recommends this product!,Medium,Neutral
28,28,2021-12-07T13:26:10.000Z,913134,helsahunter,30 - 34,26358,Fresh Calming Serum,Laneige,4.9,(24),Gift,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,4,helsahunter recommends this product!,Light,Warm
29,29,2021-12-07T13:22:44.000Z,677947,pratiwisaraswati,19 - 24,84857,Rescue RX mist,Studio Tropik,4.1,(112),Shopee,Face Mist,Moisturizer,Combination,1 week - 1 month,y,4,pratiwisaraswati recommends this product!,Medium,Neutral
30,30,2021-12-07T13:20:53.000Z,913134,helsahunter,30 - 34,1664,Sensibio Tonique ,Bioderma,4.9,(1087),Shopee,Toner,Cleanser,Combination,6 months - 1 year,y,4,helsahunter recommends this product!,Light,Warm
31,31,2021-12-07T13:20:38.000Z,939592,wiwi_indahlestari,25 - 29,84056,Oil Free Brightening Daily Moisturizer,Azarine Cosmetics,3.5,(19),Official Brand Store,Lotion \\u0026 Emulsion,Moisturizer,Normal,1 week - 1 month,y,5,wiwi_indahlestari recommends this product!,Light,Neutral
32,32,2021-12-07T13:19:40.000Z,950129,meloveyou,25 - 29,87813,Lasting Glossy Lipgloss,Pinkflash,3.8,(373),Shopee,Lip Gloss,Lips,Oily,Less than 1 week,y,4,meloveyou recommends this product!,Medium Light,Warm
33,33,2021-12-07T13:18:44.000Z,848242,Rizqalita,30 - 34,18222,Meet Matt(e) Hughes Long-Lasting Liquid Lipstick,theBalm,4.3,(211),Instagram,Lipstick,Lips,Combination,More than 1 year,n,3,Rizqalita doesn't recommend this product! ,Medium,Neutral
34,34,2021-12-07T13:17:55.000Z,677947,pratiwisaraswati,19 - 24,53320,Eye on Diet Eye Cream,Joylab ,5,(2),Shopee,Eye Cream,Eye Treatment,Combination,1 week - 1 month,y,4,pratiwisaraswati recommends this product!,Medium,Neutral
35,35,2021-12-07T13:16:35.000Z,982970,gcallulapk,18 and Under,83819,Niacinamide Barrier Serum,Somethinc,4.8,(41),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,5,gcallulapk recommends this product!,Medium Dark,Warm
36,36,2021-12-07T13:16:34.000Z,950129,meloveyou,25 - 29,85237,Oh My Gloss,Pinkflash,4.9,(135),Shopee,Lip Gloss,Lips,Oily,Less than 1 week,y,3,meloveyou doesn't recommend this product! ,Medium Light,Warm
37,37,2021-12-07T13:15:49.000Z,910018,elelfy,19 - 24,82361,Hyaluronic Acid + Pomegranate Extract Face Serum,Dear Me Beauty,4,(3894),Tokopedia,Serum \\u0026 Essence,Treatment,Normal,1 week - 1 month,y,5,elelfy recommends this product!,Medium Light,Neutral
38,38,2021-12-07T13:11:29.000Z,840447,Musthika,25 - 29,87301,Cushion Matte Lip Cream,Maybelline,5,(29),Sample,Lipstick,Lips,Oily,1 week - 1 month,y,5,Musthika recommends this product!,Medium,Warm
39,39,2021-12-07T13:10:30.000Z,913134,helsahunter,30 - 34,6274,AHA/BHA Clarifying Treatment Toner,Cosrx,4.8,(1122),Shopee,Toner,Cleanser,Combination,1 month - 3 months,y,3,helsahunter doesn't recommend this product! ,Light,Warm
40,40,2021-12-07T13:09:27.000Z,986873,Verachen,25 - 29,78929,Flawless Finish Perfecting Loose Powder ,BSKIN,4,(249),Brand website,Loose,Powder,Dry,Less than 1 week,y,5,Verachen recommends this product!,Medium Light,Neutral
41,41,2021-12-07T13:08:46.000Z,986756,dini_dela,18 and Under,89387,dearmy beauty,Dear Me Beauty,4.9,(879),FD Try and Review,Scrub \\u0026 Exfoliator,Cleanser,18 and Under,More than 1 year,y,5,dini_dela recommends this product!,,
42,42,2021-12-07T13:08:45.000Z,643337,dania27,25 - 29,68328,Vitamin Body Serum ,Vaseline,1.3,(3),Guardian,Lotion,Moisturizer,Normal,3 months - 6 months,n,5,dania27 recommends this product!,Medium Light,Warm
43,43,2021-12-07T13:06:52.000Z,643337,dania27,25 - 29,14854,Double Moisturising Hand and Body Lotion,Leivy,4.8,(208),Guardian,Lotion,Moisturizer,Normal,1 month - 3 months,n,4,dania27 recommends this product!,Medium Light,Warm
44,44,2021-12-07T13:05:04.000Z,884076,sskiaaulputstiawn_,18 and Under,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.8,(2431),Instagram,Day Cream,Moisturizer,Normal,Less than 1 week,y,5,sskiaaulputstiawn_ recommends this product!,Medium Light,Neutral
45,45,2021-12-07T13:04:23.000Z,848242,Rizqalita,30 - 34,57105,Potent-C Power Eye Cream,Peter Thomas Roth,5,(3),Sephora Online,Eye Cream,Eye Treatment,Combination,3 months - 6 months,y,2,Rizqalita doesn't recommend this product! ,Medium,Neutral
46,46,2021-12-07T12:59:50.000Z,643337,dania27,25 - 29,39710,Body Yogurt,The Body Shop,4.5,(325),Official Brand Store,Creams,Moisturizer,Normal,1 month - 3 months,n,5,dania27 recommends this product!,Medium Light,Warm
47,47,2021-12-07T12:55:38.000Z,884076,sskiaaulputstiawn_,18 and Under,66267,C White Lightening Serum,Azarine Cosmetics,4.9,(104),Instagram,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,y,5,sskiaaulputstiawn_ recommends this product!,Medium Light,Neutral
48,48,2021-12-07T12:55:31.000Z,716663,Teshare,25 - 29,85984,Perfect UV Sunscreen Skin Care Spray SPF 50+ PA++++,Anessa,4.8,(40),sociolla,Sun Protection,Moisturizer,Normal,More than 1 year,y,5,Teshare recommends this product!,Medium,Neutral
49,49,2021-12-07T12:53:21.000Z,345737,Pipietto,30 - 34,76073,Luxurious Facial Oil Serum,Bio Beauty Lab,4.6,(880),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,y,5,Pipietto recommends this product!,Medium Light,Neutral
50,50,2021-12-07T12:51:24.000Z,978367,ikapuspita,25 - 29,89046,C-White Perfect Radiance Night Moisturizer,Azarine Cosmetics,4.8,(2430),Shopee,Night Cream,Moisturizer,Oily,Less than 1 week,y,5,ikapuspita recommends this product!,Medium Light,Neutral
51,51,2021-12-07T12:51:15.000Z,916465,Verafirdyana,25 - 29,82361,Hyaluronic Acid + Pomegranate Extract Face Serum,Dear Me Beauty,4.2,(1890),Instagram,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,5,Verafirdyana recommends this product!,Medium,Neutral
52,52,2021-12-07T12:50:26.000Z,345737,Pipietto,30 - 34,14977,Gokujyun Premium Ultimate Moisturizing Lotion,Hada Labo,5,(92),Shopee,Toner,Cleanser,Combination,1 week - 1 month,n,5,Pipietto recommends this product!,Medium Light,Neutral
53,53,2021-12-07T12:47:29.000Z,978367,ikapuspita,25 - 29,66267,C White Lightening Serum,Azarine Cosmetics,4.6,(5),Shopee,Serum \\u0026 Essence,Treatment,Oily,Less than 1 week,y,5,ikapuspita recommends this product!,Medium Light,Neutral
54,54,2021-12-07T12:47:13.000Z,345737,Pipietto,30 - 34,40240,Radiant Skin Serum,ElsheSkin,4.4,(46),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 month - 3 months,y,5,Pipietto recommends this product!,Medium Light,Neutral
55,55,2021-12-07T12:46:29.000Z,739275,Apriliyani97,19 - 24,87297,Cushion Matte Lip Cream,Maybelline,4.3,(35),Gift,Lipstick,Lips,Oily,1 week - 1 month,y,5,Apriliyani97 recommends this product!,Medium Light,Neutral
56,56,2021-12-07T12:46:20.000Z,685396,nisaindira,19 - 24,81157,Squeeze Me Up Liquid Concealer,Emina,4.7,(3),AEON,Concealer,Face,Combination,1 week - 1 month,y,4,nisaindira recommends this product!,Medium Light,Neutral
57,57,2021-12-07T12:42:35.000Z,983864,oliviapuspitaa_,19 - 24,69685,Lightening Liquid Foundation,Wardah,4.6,(55),Matahari Minimarket,Liquid,Foundation,Combination,1 month - 3 months,n,4,oliviapuspitaa_ recommends this product!,Medium,Neutral
58,58,2021-12-07T12:37:01.000Z,588418,Jiminpark,25 - 29,87578,Colorft Cream Blush ,Wardah,3.5,(264),FD Try and Review,Cream,Blush,Normal,Less than 1 week,y,5,Jiminpark recommends this product!,Dark,Warm
59,59,2021-12-07T12:36:33.000Z,457243,angelajessica,25 - 29,81630,Aroma Sensations,Palmolive,4.9,(878),Guardian,Shower Gel \\u0026 Cream,Body Wash,Dry,Less than 1 week,y,4,angelajessica doesn't recommend this product! ,Medium Light,Neutral
60,60,2021-12-07T12:36:01.000Z,982970,gcallulapk,18 and Under,87688,Resurrect Multibiome Serum,Somethinc,4.8,(39),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,5,gcallulapk recommends this product!,Medium Dark,Warm
61,61,2021-12-07T12:35:35.000Z,983864,oliviapuspitaa_,19 - 24,14896,Hair Removal Cream,Veet,4.6,(11),Traditional market,Foot Mask,Foot Treatment,Combination,3 months - 6 months,n,4,oliviapuspitaa_ recommends this product!,Medium,Neutral
62,62,2021-12-07T12:35:19.000Z,319327,Cantikjaya,25 - 29,74402,Ultralight Hydraglow Day Cream,Azarine Cosmetics,4.8,(2429),Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,n,5,Cantikjaya recommends this product!,Medium,Neutral
63,63,2021-12-07T12:33:53.000Z,588418,Jiminpark,25 - 29,87577,Colorft Cream Blush ,Wardah,4,(4),FD Try and Review,Cream,Blush,Normal,Less than 1 week,y,4,Jiminpark recommends this product!,Dark,Warm
64,64,2021-12-07T12:33:15.000Z,930732,nina2403,25 - 29,88812,The Incredible Fresh Pits Deodorant Stick,Joylab ,4.4,(284),Sample,Deodorants,Personal Care,Oily,Less than 1 week,y,5,nina2403 recommends this product!,Medium Dark,Warm
65,65,2021-12-07T12:32:46.000Z,319327,Cantikjaya,25 - 29,66267,C White Lightening Serum,Azarine Cosmetics,4.7,(38),Shopee,Serum \\u0026 Essence,Treatment,Normal,Less than 1 week,n,5,Cantikjaya recommends this product!,Medium,Neutral
66,66,2021-12-07T12:32:37.000Z,457243,angelajessica,25 - 29,24299,MegaGlo Makeup Stick Conceal and Contour,Wet n Wild,4,(1),Shopee,Contour,Cheek,Dry,Less than 1 week,y,5,angelajessica recommends this product!,Medium Light,Neutral
67,67,2021-12-07T12:31:55.000Z,983864,oliviapuspitaa_,19 - 24,51797,Eyebrow Pencil,Implora,4.5,(2),Shopee,Eye Brow,Eyes,Combination,1 month - 3 months,n,4,oliviapuspitaa_ recommends this product!,Medium,Neutral
68,68,2021-12-07T12:31:16.000Z,588418,Jiminpark,25 - 29,87576,Colorfit Cream Blush,Wardah,4.2,(546),FD Try and Review,Cream,Blush,Normal,Less than 1 week,y,4,Jiminpark recommends this product!,Dark,Warm
69,69,2021-12-07T12:28:32.000Z,457243,angelajessica,25 - 29,88203,Fit Me Matte & Poreless Cushion,Maybelline,3.7,(10),Shopee,BB \\u0026 CC Cream,Face,Dry,Less than 1 week,y,4,angelajessica recommends this product!,Medium Light,Neutral
70,70,2021-12-07T12:27:47.000Z,134187,kintanumr,25 - 29,87560,Eau de Parfume,Buttonscarves,3.8,(14),Gift,EDP,Fragrance,Combination,1 week - 1 month,n,5,kintanumr recommends this product!,Medium,Neutral
71,71,2021-12-07T12:27:23.000Z,983864,oliviapuspitaa_,19 - 24,47602,Urban Lip Cream Matte,Implora,4.2,(762),Shopee,Lipstick,Lips,Combination,1 month - 3 months,n,5,oliviapuspitaa_ recommends this product!,Medium,Neutral
72,72,2021-12-07T12:26:57.000Z,110525,Sharonlorisa,19 - 24,24288,Glampalm 313 AL (GP313AL),Glampalm,4.2,(11),Shopee,Hair Straightener,Styling Tool,Oily,3 months - 6 months,n,4,Sharonlorisa recommends this product!,Medium Light,Warm
73,73,2021-12-07T12:25:19.000Z,16234,TineTung,35 - 39,89386,Fashionably London,ZARA,4.5,(58),JasTip,EDP,Fragrance,Combination,1 week - 1 month,y,5,TineTung recommends this product!,Medium Light,Neutral
74,74,2021-12-07T12:25:09.000Z,822132,Jessica15,19 - 24,57813,Dry Shampoo+,COLAB,4.9,(132),Brand website,Dry Shampoo,Shampoo \\u0026 Conditioner,Dry,Less than 1 week,y,5,Jessica15 recommends this product!,Light,Neutral
75,75,2021-12-07T12:25:03.000Z,983864,oliviapuspitaa_,19 - 24,44728,Urban Lip Cream Matte,Implora,4.3,(456),Shopee,Lipstick,Lips,Combination,1 month - 3 months,n,5,oliviapuspitaa_ recommends this product!,Medium,Neutral
76,76,2021-12-07T12:22:52.000Z,983864,oliviapuspitaa_,19 - 24,88501,Herbalism Mugwort Mask,Scarlett,5,(91),Tiktok shop,Wash-Off,Mask,Combination,1 week - 1 month,n,4,oliviapuspitaa_ recommends this product!,Medium,Neutral
77,77,2021-12-07T12:21:59.000Z,982970,gcallulapk,18 and Under,87692,REVIVE POTION 3% Arbutin + Bakuchiol,Somethinc,4.9,(29),Shopee,Serum \\u0026 Essence,Treatment,Combination,1 week - 1 month,y,5,gcallulapk recommends this product!,Medium Dark,Warm
78,78,2021-12-07T12:20:08.000Z,762114,Herlina_puspita1903,25 - 29,87296,Cushion Matte Lip Cream,Maybelline,3.8,(22),Facebook,Lipstick,Lips,Combination,Less than 1 week,y,5,Herlina_puspita1903 recommends this product!,Medium Light,Neutral
79,79,2021-12-07T12:19:12.000Z,983864,oliviapuspitaa_,19 - 24,75582,Fragrance Brightening Body Lotion,Scarlett,4.5,(511),Shopee,Lotion,Moisturizer,Combination,1 month - 3 months,n,5,oliviapuspitaa_ recommends this product!,Medium,Neutral
80,80,2021-12-07T12:17:13.000Z,762114,Herlina_puspita1903,25 - 29,87297,Cushion Matte Lip Cream,Maybelline,4.9,(11),Facebook,Lipstick,Lips,Combination,Less than 1 week,y,5,Herlina_puspita1903 recommends this product!,Medium Light,Neutral
81,81,2021-12-07T12:16:49.000Z,980737,bella_suciama,25 - 29,86864,Glutaglow Soap Bar,L'Indka,4.4,(174),Shopee,Facial Wash,Cleanser,Normal,Less than 1 week,y,5,bella_suciama recommends this product!,Light,Neutral
82,82,2021-12-07T12:14:35.000Z,983864,oliviapuspitaa_,19 - 24,41525,Grean Tea Acne Control Series,Larissa,3.7,(15),Larissa,Acne Treatment,Treatment,Combination,More than 1 year,n,5,oliviapuspitaa_ recommends this product!,Medium,Neutral
83,83,2021-12-07T12:13:23.000Z,661338,winnywitana,30 - 34,61898,Body Scrub,Scarlett,3.6,(2262),Laris,Scrub \\u0026 Exfoliator,Bath \\u0026 Shower,Combination,6 months - 1 year,y,4,winnywitana recommends this product!,Medium Light,Warm
84,84,2021-12-07T12:09:16.000Z,496836,bellaksfr,19 - 24,75692,Cupra Silk Facial Mask Aloe Vera,OMO!,4.4,(17),FD Try and Review,Mask Sheet,Mask,Dry,Less than 1 week,n,5,bellaksfr recommends this product!,Medium Light,Neutral
85,85,2021-12-07T12:07:41.000Z,852165,pickaboopand,19 - 24,25317,Color Mix Blush On,Focallure,4.1,(23),Gift,Powder,Blush,Combination,6 months - 1 year,n,5,pickaboopand recommends this product!,Medium Light,Neutral
86,86,2021-12-07T12:02:01.000Z,852165,pickaboopand,19 - 24,58806,Bija Trouble Mask,Innisfree,5,(4),Official Brand Store,Wash-Off,Mask,Combination,More than 1 year,n,4,pickaboopand recommends this product!,Medium Light,Neutral
87,87,2021-12-07T12:00:47.000Z,837245,Nuna_v,18 and Under,16178,Baby Skin Instant Pore Eraser,Maybelline,4.7,(141),Tokopedia,Corrector \\u0026 Primer,Face,Normal,1 week - 1 month,n,5,Nuna_v recommends this product!,Medium,Neutral
88,88,2021-12-07T12:00:27.000Z,462519,Fikadit79,25 - 29,18844,Rose Hip Nourishing Cream Moisturizer,SWISSE,4.6,(235),FD Try and Review,Day Cream,Moisturizer,Oily,1 week - 1 month,y,4,Fikadit79 recommends this product!,Medium,Neutral
89,89,2021-12-07T11:58:41.000Z,472748,alsyra,18 and Under,80384,Mimi white AHA white body serum,THAI,4.3,(96),Shopee,Oil ,Moisturizer,Oily,1 month - 3 months,n,3,alsyra doesn't recommend this product! ,Medium Dark,Warm
90,90,2021-12-07T11:58:40.000Z,852165,pickaboopand,19 - 24,50209,Ideal Radiance Illuminating Foam Cleanser,Artistry,4.6,(234),Gift,Facial Wash,Cleanser,Combination,6 months - 1 year,n,5,pickaboopand recommends this product!,Medium Light,Neutral
91,91,2021-12-07T11:57:46.000Z,663392,dedehsitirohmah,19 - 24,84964,Crystal Purifying Micellar Water,L'Oreal Paris,4.6,(335),Gift,Face,Makeup Remover,Normal,3 months - 6 months,n,5,dedehsitirohmah recommends this product!,Medium,Warm
92,92,2021-12-07T11:55:19.000Z,924919,eka_weka90,30 - 34,54657,Acne Gentle Cleansing Foam,Azarine Cosmetics,4.3,(67),Instagram,Facial Wash,Cleanser,Normal,1 week - 1 month,y,5,eka_weka90 recommends this product!,Medium,Neutral
93,93,2021-12-07T11:54:48.000Z,852165,pickaboopand,19 - 24,49215, Superstay Matte Ink Liquid Lipstick,Maybelline,4.6,(281),Centro,Lipstick,Lips,Combination,More than 1 year,n,5,pickaboopand recommends this product!,Medium Light,Neutral
94,94,2021-12-07T11:53:47.000Z,917628,anandarlin,19 - 24,54657,Acne Gentle Cleansing Foam,Azarine Cosmetics,4.8,(3520),Shopee,Facial Wash,Cleanser,Normal,1 week - 1 month,y,5,anandarlin recommends this product!,Medium,Warm
95,95,2021-12-07T11:50:00.000Z,985080,Nurulkhusna,18 and Under,67944,30 Seconds Meltaway Balm,Dear Me Beauty,4.1,(125),FD Try and Review,Face,Makeup Remover,18 and Under,Less than 1 week,n,5,Nurulkhusna recommends this product!,,
96,96,2021-12-07T11:50:00.000Z,852165,pickaboopand,19 - 24,45382,Vivid Cotton Ink,Innisfree,4.8,(160),Official Brand Store,Lip Stain \\u0026 Tint,Lips,Combination,More than 1 year,n,5,pickaboopand recommends this product!,Medium Light,Neutral
97,97,2021-12-07T11:49:08.000Z,986866,edlenniayul,19 - 24,28253,Soft Moisturizing Cream,Envygreen,4.3,(30),Shopee,Day Cream,Moisturizer,Dry,3 months - 6 months,y,5,edlenniayul recommends this product!,Medium Light,Neutral
98,98,2021-12-07T11:48:48.000Z,472748,alsyra,18 and Under,78469,Hydrasoothe Sunscreen Gel SPF 45+++,Azarine Cosmetics,4.9,(1086),Lazada,Sun Protection,Moisturizer,Oily,Less than 1 week,y,5,alsyra recommends this product!,Medium Dark,Warm
99,99,2021-12-07T11:46:57.000Z,661338,winnywitana,30 - 34,74187,SUPER Shampoo 3 IN 1,Dove,4.9,(52),BB Mart,Shampoo,Shampoo \\u0026 Conditioner,Combination,6 months - 1 year,n,5,winnywitana recommends this product!,Medium Light,Warm
100,100,2021-12-07T11:46:31.000Z,950129,meloveyou,25 - 29,89309,Fabric Lasting Tint X Sabrina,Somethinc,4.2,(1240),Brand website,Lip Stain \\u0026 Tint,Lips,Oily,Less than 1 week,y,4,meloveyou recommends this product!,Medium Light,Warm
101,101,2021-12-07T11:46:20.000Z,837245,Nuna_v,18 and Under,49292,Lip Glaze,BLP Beauty,4.4,(14),Tokopedia,Lip Gloss,Lips,Normal,1 week - 1 month,n,5,Nuna_v recommends this product!,Medium,Neutral
102,102,2021-12-07T11:44:14.000Z,852165,pickaboopand,19 - 24,41982,Glow Tint X Molita ,Goban Cosmetics,4.3,(97),Gift,Lip Stain \\u0026 Tint,Lips,Combination,3 months - 6 months,n,4,pickaboopand recommends this product!,Medium Light,Neutral
103,103,2021-12-07T11:43:35.000Z,880222,intanwati_,18 and Under,84056,Oil Free Brightening Daily Moisturizer,Azarine Cosmetics,4.4,(90),FD Try and Review,Lotion \\u0026 Emulsion,Moisturizer,Normal,3 months - 6 months,y,5,intanwati_ recommends this product!,Medium,Neutral
104,104,2021-12-07T11:43:12.000Z,980737,bella_suciama,25 - 29,81540,Acne Series Day Cream,L'Indka,4.7,(32),Shopee,Day Cream,Moisturizer,Normal,Less than 1 week,y,5,bella_suciama recommends this product!,Light,Neutral
105,105,2021-12-07T11:42:19.000Z,472748,alsyra,18 and Under,27820,Nature Daily Seaweed Primary Skin Hydrating Booster,Wardah,4.3,(1513),Shopee,Serum \\u0026 Essence,Treatment,Oily,More than 1 year,n,5,alsyra recommends this product!,Medium Dark,Warm
106,106,2021-12-07T11:42:16.000Z,282548,daphneee,18 and Under,78642,RiceFila™  Oil Toner,Hayejin,4.8,(29),Shopee,Toner,Cleanser,Combination,Less than 1 week,y,2,daphneee recommends this product!,Medium Light,Cool
